日期,收盘,开盘,高,低,交易量,收盘,涨跌幅
2020年7月29日,204.06,202.50,204.65,202.01,19.63,430125632,1.01
2020年7月28日,202.02,203.87,204.67,201.95,23.25,430125632,-0.90
2020年7月27日,203.85,201.87,203.97,200.89,30.16,430125632,1.27
2020年7月24日,201.30,200.42,202.86,197.51,39.83,430125632,-0.61
2020年7月23日,202.54,207.13,210.86,202.22,67.46,430125632,-4.35
2020年7月22日,211.75,209.17,212.27,208.40,49.61,430125632,1.44
2020年7月21日,208.75,213.31,213.31,208.06,38.11,430125632,-1.35
2020年7月20日,211.60,205.00,212.30,203.01,36.88,430125632,4.30
2020年7月17日,202.88,204.47,205.04,201.39,31.64,430125632,-0.51
2020年7月16日,203.92,205.21,205.59,202.35,29.94,430125632,-1.98
2020年7月15日,208.04,209.63,211.28,205.07,32.18,430125632,-0.15
2020年7月14日,208.35,205.25,208.82,202.18,37.59,430125632,0.62
2020年7月13日,207.07,214.80,215.80,206.69,38.14,430125632,-3.09
2020年7月10日,213.67,213.62,214.08,211.08,26.18,430125632,-0.30
2020年7月9日,214.32,216.31,216.35,211.54,33.12,430125632,0.70
2020年7月8日,212.83,210.00,213.24,208.70,33.60,430125632,2.20
2020年7月7日,208.25,210.45,214.67,207.99,33.60,430125632,-1.16
2020年7月6日,210.70,208.73,211.12,208.10,31.90,430125632,2.15
2020年7月2日,206.26,205.68,208.02,205.00,29.32,430125632,0.76
2020年7月1日,204.70,203.14,206.35,201.77,32.06,430125632,0.58
2020年6月30日,203.51,197.90,204.32,197.77,34.31,430125632,2.55
2020年6月29日,198.44,195.58,198.51,193.57,26.70,430125632,1.07
2020年6月26日,196.33,199.53,199.84,194.90,54.68,430125632,-2.00
2020年6月25日,200.34,197.86,200.54,195.48,27.80,430125632,1.26
2020年6月24日,197.84,201.77,203.22,196.61,36.74,430125632,-2.02
2020年6月23日,201.91,201.88,203.93,201.49,30.92,430125632,0.67
2020年6月22日,200.57,195.68,200.71,195.24,32.82,430125632,2.78
2020年6月19日,195.15,198.55,199.28,194.40,44.44,430125632,-0.60
2020年6月18日,196.32,194.01,196.47,194.01,23.06,430125632,1.07
2020年6月17日,194.24,194.93,196.32,193.76,25.69,430125632,0.35
2020年6月16日,193.57,192.85,195.53,191.50,42.56,430125632,2.45
2020年6月15日,188.94,184.06,190.80,184.06,32.77,430125632,0.64
2020年6月12日,187.74,190.54,191.72,185.18,43.37,430125632,0.79
2020年6月11日,186.27,193.04,195.73,186.16,52.85,430125632,-5.37
2020年6月10日,196.84,191.13,198.50,191.09,43.87,430125632,3.71
2020年6月9日,189.80,188.14,190.70,187.29,29.78,430125632,0.76
2020年6月8日,188.36,185.91,188.49,184.45,33.21,430125632,0.62
2020年6月5日,187.20,182.62,187.73,182.01,39.89,430125632,2.34
2020年6月4日,182.92,184.34,185.83,182.31,28.76,430125632,-1.32
2020年6月3日,185.36,184.97,185.72,183.58,27.31,430125632,0.24
2020年6月2日,184.91,184.25,185.00,181.35,30.79,430125632,1.14
2020年6月1日,182.83,182.35,182.99,181.48,22.67,430125632,-0.23
2020年5月29日,183.25,182.73,184.27,180.41,42.15,430125632,1.02
2020年5月28日,181.40,180.83,184.14,180.42,33.83,430125632,-0.23
2020年5月27日,181.81,180.06,181.96,176.61,39.52,430125632,0.13
2020年5月26日,181.57,186.46,186.46,181.14,36.07,430125632,-1.06
2020年5月22日,183.51,183.19,184.46,182.54,20.83,430125632,0.04
2020年5月21日,183.43,185.60,186.66,183.31,29.12,430125632,-1.20
2020年5月20日,185.66,184.64,185.80,183.96,31.26,430125632,1.11
2020年5月19日,183.63,184.97,186.57,183.57,26.80,430125632,-0.69
2020年5月18日,184.91,185.32,186.20,184.06,35.31,430125632,0.96
2020年5月15日,183.16,179.15,183.46,177.02,46.61,430125632,1.46
2020年5月14日,180.53,177.60,180.65,175.70,41.87,430125632,0.43
2020年5月13日,179.75,182.55,184.03,176.61,44.71,430125632,-1.51
2020年5月12日,182.51,186.80,187.04,182.30,32.04,430125632,-2.27
2020年5月11日,186.74,183.15,187.51,182.85,30.89,430125632,1.12
2020年5月8日,184.68,184.98,185.00,183.36,30.91,430125632,0.59
2020年5月7日,183.60,184.17,184.55,182.58,28.32,430125632,0.58
2020年5月6日,182.54,182.08,184.20,181.63,32.14,430125632,0.98
2020年5月5日,180.76,180.62,183.65,179.90,36.84,430125632,1.07
2020年5月4日,178.84,174.49,179.00,173.80,30.37,430125632,2.45
2020年5月1日,174.57,175.80,178.64,174.01,39.37,430125632,-2.59
2020年4月30日,179.21,180.00,180.40,176.23,53.88,430125632,1.00
2020年4月29日,177.43,173.22,177.68,171.88,51.29,430125632,4.49
2020年4月28日,169.81,175.59,175.67,169.39,34.39,430125632,-2.44
2020年4月27日,174.05,176.59,176.90,173.30,33.19,430125632,-0.29
2020年4月24日,174.55,172.06,174.56,170.71,34.31,430125632,1.83
2020年4月23日,171.42,174.11,175.06,170.91,32.79,430125632,-1.21
2020年4月22日,173.52,171.39,174.00,170.82,34.65,430125632,3.40
2020年4月21日,167.82,173.50,173.67,166.11,56.20,430125632,-4.14
2020年4月20日,175.06,176.63,178.75,174.99,36.67,430125632,-1.98
2020年4月17日,178.60,179.50,180.00,175.87,52.77,430125632,0.88
2020年4月16日,177.04,174.30,177.28,172.90,50.48,430125632,3.00
2020年4月15日,171.88,171.20,173.57,169.24,40.94,430125632,-1.05
2020年4月14日,173.70,169.00,173.75,168.00,52.87,430125632,4.95
2020年4月13日,165.51,164.35,165.57,162.30,41.91,430125632,0.22
2020年4月9日,165.14,166.36,167.37,163.33,51.43,430125632,0.01
2020年4月8日,165.13,165.67,166.67,163.50,48.32,430125632,1.00
2020年4月7日,163.49,169.59,170.00,163.26,62.77,430125632,-1.08
2020年4月6日,165.27,160.32,166.50,157.58,67.11,430125632,7.44
2020年4月3日,153.83,155.10,157.38,152.19,41.24,430125632,-0.92
2020年4月2日,155.26,151.86,155.48,150.36,49.63,430125632,2.07
2020年4月1日,152.11,153.00,157.75,150.82,57.97,430125632,-3.55
2020年3月31日,157.71,159.40,164.78,156.56,77.93,430125632,-1.57
2020年3月30日,160.23,152.44,160.60,150.01,63.42,430125632,7.03
2020年3月27日,149.70,151.75,154.88,149.24,57.04,430125632,-4.11
2020年3月26日,156.11,149.00,156.60,149.00,64.69,430125632,6.26
2020年3月25日,146.92,149.00,154.30,144.59,75.64,430125632,-0.96
2020年3月24日,148.34,143.99,149.56,141.29,82.52,430125632,9.09
2020年3月23日,135.98,137.01,140.57,132.52,78.98,430125632,-1.00
2020年3月20日,137.35,146.00,147.10,135.86,84.87,430125632,-3.76
2020年3月19日,142.71,142.39,150.07,139.10,85.92,430125632,1.65
2020年3月18日,140.40,137.00,145.90,135.07,81.59,430125632,-4.21
2020年3月17日,146.57,140.00,147.50,135.00,81.06,430125632,8.23
2020年3月16日,135.42,140.00,149.35,135.00,87.91,430125632,-14.74
2020年3月13日,158.83,147.50,161.91,140.73,92.73,430125632,14.22
2020年3月12日,139.06,145.30,153.47,138.58,93.23,430125632,-9.48
2020年3月11日,153.63,157.13,157.70,151.15,56.50,430125632,-4.53
2020年3月10日,160.92,158.16,161.03,152.58,65.35,430125632,6.84
2020年3月9日,150.62,151.00,157.75,150.00,70.42,430125632,-6.78
2020年3月6日,161.57,162.61,163.11,156.00,72.82,430125632,-2.83
2020年3月5日,166.27,166.04,170.87,165.69,47.82,430125632,-2.51
2020年3月4日,170.55,168.49,170.70,165.62,49.81,430125632,3.67
2020年3月3日,164.51,173.80,175.00,162.26,71.68,430125632,-4.79
2020年3月2日,172.79,165.31,172.92,162.31,71.03,430125632,6.65
2020年2月28日,162.01,152.41,163.71,152.00,97.07,430125632,2.42
2020年2月27日,158.18,163.32,167.03,157.98,93.17,430125632,-7.05
2020年2月26日,170.17,169.71,173.26,168.21,56.39,430125632,1.25
2020年2月25日,168.07,174.20,174.84,167.65,68.07,430125632,-1.65
2020年2月24日,170.89,167.77,174.55,163.23,68.31,430125632,-4.31
2020年2月21日,178.59,183.17,183.50,177.25,48.60,430125632,-3.16
2020年2月20日,184.42,186.95,187.25,181.10,36.86,430125632,-1.53
2020年2月19日,187.28,188.06,188.18,186.47,30.00,430125632,0.03
2020年2月18日,187.23,185.60,187.70,185.50,27.85,430125632,1.01
2020年2月14日,185.35,183.25,185.41,182.65,23.15,430125632,0.89
2020年2月13日,183.71,183.08,186.23,182.87,35.30,430125632,-0.54
2020年2月12日,184.71,185.58,185.85,181.85,47.06,430125632,0.15
2020年2月11日,184.44,190.65,190.70,183.50,53.16,430125632,-2.26
2020年2月10日,188.70,183.58,188.84,183.25,35.84,430125632,2.62
2020年2月7日,183.89,182.84,185.63,182.48,33.53,430125632,0.14
2020年2月6日,183.63,180.97,183.82,180.06,27.75,430125632,2.07
2020年2月5日,179.90,184.03,184.20,178.41,39.19,430125632,-0.12
2020年2月4日,180.12,177.14,180.64,176.31,36.43,430125632,3.29
2020年2月3日,174.38,170.43,174.50,170.40,30.15,430125632,2.44
2020年1月31日,170.23,172.21,172.40,169.58,36.14,430125632,-1.48
2020年1月30日,172.78,174.05,174.05,170.79,51.60,430125632,2.82
2020年1月29日,168.04,167.84,168.75,165.69,35.13,430125632,1.56
2020年1月28日,165.46,163.78,165.75,163.07,24.90,430125632,1.96
2020年1月27日,162.28,161.15,163.38,160.20,32.08,430125632,-1.67
2020年1月24日,165.04,167.51,167.53,164.45,24.92,430125632,-1.01
2020年1月23日,166.72,166.19,166.80,165.27,19.68,430125632,0.62
2020年1月22日,165.70,167.40,167.49,165.68,24.14,430125632,-0.48
2020年1月21日,166.50,166.68,168.19,166.43,29.52,430125632,-0.36
2020年1月17日,167.10,167.42,167.47,165.43,34.37,430125632,0.56
2020年1月16日,166.17,164.35,166.24,164.03,23.87,430125632,1.83
2020年1月15日,163.18,162.62,163.94,162.57,21.42,430125632,0.65
2020年1月14日,162.13,163.39,163.60,161.72,23.50,430125632,-0.70
2020年1月13日,163.28,161.76,163.31,161.26,21.64,430125632,1.20
2020年1月10日,161.34,162.82,163.22,161.18,20.73,430125632,-0.46
2020年1月9日,162.09,161.84,162.22,161.03,21.40,430125632,1.25
2020年1月8日,160.09,158.93,160.80,157.95,27.76,430125632,1.59
2020年1月7日,157.58,159.32,159.67,157.32,21.88,430125632,-0.91
2020年1月6日,159.03,157.08,159.10,156.51,20.83,430125632,0.26
2020年1月3日,158.62,158.32,159.94,158.06,21.12,430125632,-1.25
2020年1月2日,160.62,158.78,160.73,158.33,22.63,430125632,1.85
2019年12月31日,157.70,156.77,157.77,156.45,18.39,430125632,0.07
2019年12月30日,157.59,158.99,159.02,156.73,16.36,430125632,-0.86
2019年12月27日,158.96,159.45,159.55,158.22,18.41,430125632,0.18
2019年12月26日,158.67,157.56,158.73,157.40,14.53,430125632,0.82
2019年12月24日,157.38,157.48,157.71,157.12,8.99,430125632,-0.02
2019年12月23日,157.41,158.12,158.12,157.27,17.73,430125632,0.00
2019年12月20日,157.41,157.35,158.49,156.29,53.60,430125632,1.09
2019年12月19日,155.71,154.00,155.77,153.75,25.81,430125632,0.87
2019年12月18日,154.37,154.30,155.48,154.18,24.13,430125632,-0.21
2019年12月17日,154.69,155.45,155.71,154.45,25.44,430125632,-0.54
2019年12月16日,155.53,155.11,155.90,154.82,24.15,430125632,0.65
2019年12月13日,154.53,153.00,154.89,152.83,23.85,430125632,0.84
2019年12月12日,153.24,151.65,153.44,151.02,24.65,430125632,1.02
2019年12月11日,151.70,151.54,151.87,150.33,18.86,430125632,0.38
2019年12月10日,151.13,151.29,151.89,150.76,16.48,430125632,-0.15
2019年12月9日,151.36,151.07,152.21,150.91,16.74,430125632,-0.26
2019年12月6日,151.75,150.99,151.87,150.27,16.41,430125632,1.21
2019年12月5日,149.93,150.05,150.32,149.48,17.88,430125632,0.05
2019年12月4日,149.85,150.14,150.18,149.20,17.58,430125632,0.36
2019年12月3日,149.31,147.49,149.43,146.65,25.19,430125632,-0.16
2019年12月2日,149.55,151.81,151.83,148.32,27.47,430125632,-1.21
2019年11月29日,151.38,152.10,152.30,151.28,11.98,430125632,-0.62
2019年11月27日,152.32,152.33,152.50,151.52,15.20,430125632,0.19
2019年11月26日,152.03,151.36,152.42,151.32,24.64,430125632,0.53
2019年11月25日,151.23,150.00,151.35,149.92,22.43,430125632,1.10
2019年11月22日,149.59,150.07,150.30,148.82,15.84,430125632,0.07
2019年11月21日,149.48,149.40,149.80,148.50,18.58,430125632,-0.09
2019年11月20日,149.62,150.31,150.84,148.46,25.72,430125632,-0.51
2019年11月19日,150.39,150.88,151.33,150.19,23.96,430125632,0.03
2019年11月18日,150.34,150.07,150.55,148.98,21.55,430125632,0.25
2019年11月15日,149.97,148.93,149.99,148.27,23.51,430125632,1.29
2019年11月14日,148.06,147.02,148.41,147.00,19.76,430125632,0.51
2019年11月13日,147.31,146.74,147.46,146.28,17.44,430125632,0.16
2019年11月12日,147.07,146.28,147.57,146.06,18.65,430125632,0.66
2019年11月11日,146.11,145.34,146.42,144.73,14.37,430125632,0.10
2019年11月8日,145.96,143.98,145.99,143.76,16.75,430125632,1.18
2019年11月7日,144.26,143.84,144.88,143.77,17.79,430125632,0.14
2019年11月6日,144.06,144.37,144.52,143.20,16.58,430125632,-0.28
2019年11月5日,144.46,144.97,145.02,143.91,18.25,430125632,-0.06
2019年11月4日,144.55,144.83,145.00,144.16,16.91,430125632,0.58
2019年11月1日,143.72,144.26,144.42,142.97,33.13,430125632,0.24
2019年10月31日,143.37,144.90,144.93,142.99,24.61,430125632,-0.86
2019年10月30日,144.61,143.52,145.00,142.79,18.50,430125632,1.25
2019年10月29日,142.83,144.08,144.50,142.65,20.59,430125632,-0.94
2019年10月28日,144.19,144.40,145.67,143.51,35.28,430125632,2.46
2019年10月25日,140.73,139.34,141.14,139.20,25.96,430125632,0.56
2019年10月24日,139.94,139.39,140.42,138.67,37.28,430125632,1.97
2019年10月23日,137.24,136.88,137.45,135.61,31.38,430125632,0.64
2019年10月22日,136.37,138.97,140.01,136.26,27.94,430125632,-1.49
2019年10月21日,138.43,138.45,138.50,137.01,20.72,430125632,0.74
2019年10月18日,137.41,139.76,140.00,136.56,32.28,430125632,-1.63
2019年10月17日,139.69,140.95,141.42,139.02,22.10,430125632,-0.51
2019年10月16日,140.41,140.79,140.99,139.53,20.84,430125632,-0.82
2019年10月15日,141.57,140.06,141.79,139.81,19.92,430125632,1.45
2019年10月14日,139.55,139.69,140.29,139.52,13.59,430125632,-0.09
2019年10月11日,139.68,140.12,141.03,139.50,25.55,430125632,0.42
2019年10月10日,139.10,138.49,139.67,138.25,18.40,430125632,0.62
2019年10月9日,138.24,137.46,138.70,136.97,20.18,430125632,1.89
2019年10月8日,135.67,137.08,137.76,135.62,26.78,430125632,-1.06
2019年10月7日,137.12,137.14,138.18,137.02,16.60,430125632,-0.72
2019年10月4日,138.12,136.75,138.25,136.42,23.84,430125632,1.35
2019年10月3日,136.28,134.95,136.75,133.22,26.38,430125632,1.21
2019年10月2日,134.65,136.25,136.37,133.58,32.00,430125632,-1.77
2019年10月1日,137.07,139.66,140.25,137.00,22.58,430125632,-1.41
2019年9月30日,139.03,138.05,139.22,137.78,18.43,430125632,0.94
2019年9月27日,137.73,140.15,140.36,136.65,22.50,430125632,-1.30
2019年9月26日,139.54,139.44,140.18,138.44,17.81,430125632,0.13
2019年9月25日,139.36,137.50,139.96,136.03,22.54,430125632,1.44
2019年9月24日,137.38,140.36,140.69,136.88,30.02,430125632,-1.26
2019年9月23日,139.14,139.23,139.63,138.44,17.41,430125632,-0.22
2019年9月20日,139.44,141.01,141.65,138.25,40.04,430125632,-1.16
2019年9月19日,141.07,140.30,142.37,140.07,36.10,430125632,1.84
2019年9月18日,138.52,137.36,138.67,136.53,24.47,430125632,0.82
2019年9月17日,137.39,136.96,137.52,136.43,17.98,430125632,0.78
2019年9月16日,136.33,135.83,136.70,135.66,16.73,430125632,-0.72
2019年9月13日,137.32,137.78,138.06,136.57,23.36,430125632,-0.15
2019年9月12日,137.52,137.85,138.42,136.87,27.01,430125632,1.03
2019年9月11日,136.12,135.91,136.27,135.09,24.73,430125632,0.03
2019年9月10日,136.08,136.80,136.89,134.51,28.90,430125632,-1.05
2019年9月9日,137.52,139.59,139.75,136.46,25.77,430125632,-1.14
2019年9月6日,139.10,140.03,140.18,138.20,20.82,430125632,-0.68
2019年9月5日,140.05,139.11,140.38,138.76,26.12,430125632,1.76
2019年9月4日,137.63,137.30,137.69,136.48,18.02,430125632,1.17
2019年9月3日,136.04,136.61,137.20,135.70,18.88,430125632,-1.32
2019年8月30日,137.86,139.15,139.18,136.27,23.95,430125632,-0.19
2019年8月29日,138.12,137.25,138.44,136.91,20.18,430125632,1.89
2019年8月28日,135.56,134.88,135.76,133.55,17.41,430125632,-0.13
2019年8月27日,135.74,136.39,136.72,134.66,23.12,430125632,0.21
2019年8月26日,135.45,134.99,135.56,133.90,20.33,430125632,1.54
2019年8月23日,133.39,137.19,138.35,132.80,38.52,430125632,-3.19
2019年8月22日,137.78,138.66,139.20,136.29,18.71,430125632,-0.73
2019年8月21日,138.79,138.55,139.49,138.00,14.98,430125632,1.11
2019年8月20日,137.26,138.21,138.71,137.24,21.19,430125632,-0.83
2019年8月19日,138.41,137.85,138.55,136.88,24.37,430125632,1.67
2019年8月16日,136.13,134.88,136.46,134.72,25.03,430125632,1.83
2019年8月15日,133.68,134.39,134.58,132.25,28.13,430125632,-0.22
2019年8月14日,133.98,136.36,136.92,133.67,32.53,430125632,-3.33
2019年8月13日,138.60,136.05,138.80,135.00,25.50,430125632,2.07
2019年8月12日,135.79,137.07,137.86,135.24,20.48,430125632,-1.39
2019年8月9日,137.71,138.61,139.38,136.46,23.47,430125632,-0.85
2019年8月8日,138.89,136.60,138.99,135.93,27.50,430125632,2.67
2019年8月7日,135.28,133.79,135.65,131.83,33.41,430125632,0.44
2019年8月6日,134.69,133.80,135.68,133.21,32.70,430125632,1.88
2019年8月5日,132.21,133.30,133.93,130.78,42.75,430125632,-3.43
2019年8月2日,136.90,138.09,138.32,135.26,30.79,430125632,-0.84
2019年8月1日,138.06,137.00,140.94,136.93,40.56,430125632,1.31
2019年7月31日,136.27,140.33,140.49,135.08,38.60,430125632,-2.91
2019年7月30日,140.35,140.14,141.22,139.80,16.85,430125632,-0.48
2019年7月29日,141.03,141.50,141.51,139.37,16.61,430125632,-0.22
2019年7月26日,141.34,140.37,141.68,140.30,19.04,430125632,0.82
2019年7月25日,140.19,140.43,140.61,139.32,18.36,430125632,-0.38
2019年7月24日,140.72,138.90,140.74,138.85,20.74,430125632,1.03
2019年7月23日,139.29,139.76,139.99,138.03,18.03,430125632,0.62
2019年7月22日,138.43,137.41,139.19,137.33,25.08,430125632,1.32
2019年7月19日,136.62,140.22,140.67,136.45,48.99,430125632,0.15
2019年7月18日,136.42,135.55,136.62,134.67,30.81,430125632,0.11
2019年7月17日,136.27,137.70,137.93,136.22,20.21,430125632,-0.59
2019年7月16日,137.08,138.96,139.05,136.52,22.73,430125632,-1.31
2019年7月15日,138.90,139.44,139.54,138.46,16.65,430125632,0.00
2019年7月12日,138.90,138.85,139.13,138.01,18.94,430125632,0.36
2019年7月11日,138.40,138.20,139.22,137.87,22.33,430125632,0.40
2019年7月10日,137.85,137.13,138.58,137.02,24.20,430125632,1.02
2019年7月9日,136.46,136.00,136.97,135.80,19.95,430125632,-0.37
2019年7月8日,136.96,136.40,137.10,135.37,16.78,430125632,-0.07
2019年7月5日,137.06,135.94,137.33,135.72,18.14,430125632,-0.29
2019年7月3日,137.46,136.80,137.74,136.29,13.63,430125632,0.64
2019年7月2日,136.58,136.12,136.59,135.34,15.24,430125632,0.66
2019年7月1日,135.68,136.63,136.70,134.97,22.65,430125632,1.28
2019年6月28日,133.96,134.57,134.60,133.16,30.04,430125632,-0.14
2019年6月27日,134.15,134.14,134.71,133.51,16.56,430125632,0.16
2019年6月26日,133.93,134.35,135.74,133.60,23.66,430125632,0.37
2019年6月25日,133.43,137.25,137.59,132.73,33.33,430125632,-3.16
2019年6月24日,137.78,137.00,138.40,137.00,20.63,430125632,0.59
2019年6月21日,136.97,136.58,137.73,136.46,36.73,430125632,0.01
2019年6月20日,136.95,137.45,137.66,135.72,33.04,430125632,0.93
2019年6月19日,135.69,135.00,135.93,133.81,23.74,430125632,0.39
2019年6月18日,135.16,134.19,135.24,133.57,25.93,430125632,1.74
2019年6月17日,132.85,132.63,133.73,132.53,14.52,430125632,0.30
2019年6月14日,132.45,132.26,133.79,131.64,17.82,430125632,0.10
2019年6月13日,132.32,131.98,132.67,131.56,17.20,430125632,0.63
2019年6月12日,131.49,131.40,131.97,130.71,17.09,430125632,-0.46
2019年6月11日,132.10,133.88,134.24,131.28,23.91,430125632,-0.38
2019年6月10日,132.60,132.40,134.08,132.00,26.48,430125632,0.91
2019年6月7日,131.40,129.19,132.25,128.26,33.89,430125632,2.80
2019年6月6日,127.82,126.44,127.97,125.60,21.46,430125632,1.58
2019年6月5日,125.83,124.95,125.87,124.21,24.93,430125632,2.17
2019年6月4日,123.16,121.28,123.28,120.65,29.38,430125632,2.77
2019年6月3日,119.84,123.85,124.37,119.01,37.98,430125632,-3.10
2019年5月31日,123.68,124.23,124.61,123.32,26.65,430125632,-1.63
2019年5月30日,125.73,125.26,125.76,124.78,16.83,430125632,0.63
2019年5月29日,124.94,125.38,125.39,124.04,22.76,430125632,-0.97
2019年5月28日,126.16,126.98,128.00,126.05,23.13,430125632,-0.06
2019年5月24日,126.24,126.91,127.42,125.97,14.12,430125632,0.05
2019年5月23日,126.18,126.20,126.29,124.74,23.60,430125632,-1.17
2019年5月22日,127.67,126.62,128.24,126.52,15.40,430125632,0.61
2019年5月21日,126.90,127.43,127.53,126.58,15.29,430125632,0.54
2019年5月20日,126.22,126.52,127.59,125.76,23.71,430125632,-1.44
2019年5月17日,128.07,128.31,130.46,127.92,25.77,430125632,-0.67
2019年5月16日,128.93,126.75,129.38,126.46,30.11,430125632,2.31
2019年5月15日,126.02,124.26,126.71,123.70,24.72,430125632,1.03
2019年5月14日,124.73,123.87,125.88,123.70,25.27,430125632,1.12
2019年5月13日,123.35,124.11,125.55,123.04,33.94,430125632,-2.97
2019年5月10日,127.13,124.91,127.93,123.82,30.92,430125632,1.30
2019年5月9日,125.50,124.29,125.79,123.57,27.24,430125632,-0.01
2019年5月8日,125.51,125.44,126.37,124.75,28.42,430125632,-0.01
2019年5月7日,125.52,126.46,127.18,124.22,36.02,430125632,-2.05
2019年5月6日,128.15,126.39,128.56,126.11,24.24,430125632,-0.58
2019年5月3日,128.90,127.36,129.43,127.25,24.91,430125632,2.13
2019年5月2日,126.21,127.98,128.00,125.52,27.35,430125632,-1.31
2019年5月1日,127.88,130.53,130.65,127.70,26.82,430125632,-2.08
2019年4月30日,130.60,129.81,130.70,129.39,24.17,430125632,0.64
2019年4月29日,129.77,129.90,130.18,129.35,16.32,430125632,-0.09
2019年4月26日,129.89,129.70,130.52,129.02,23.65,430125632,0.57
2019年4月25日,129.15,130.06,131.37,128.83,38.03,430125632,3.31
2019年4月24日,125.01,125.79,125.85,124.52,31.26,430125632,-0.34
2019年4月23日,125.44,124.10,125.58,123.83,24.03,430125632,1.36
2019年4月22日,123.76,122.62,124.00,122.57,15.65,430125632,0.32
2019年4月18日,123.37,122.19,123.52,121.30,27.99,430125632,1.31
2019年4月17日,121.77,121.24,121.85,120.54,19.30,430125632,0.83
2019年4月16日,120.77,121.64,121.65,120.10,14.07,430125632,-0.23
2019年4月15日,121.05,120.94,121.58,120.57,15.79,430125632,0.08
2019年4月12日,120.95,120.64,120.98,120.37,19.75,430125632,0.52
2019年4月11日,120.33,120.54,120.85,119.92,14.21,430125632,0.12
2019年4月10日,120.19,119.76,120.35,119.54,16.48,430125632,0.76
2019年4月9日,119.28,118.63,119.54,118.58,17.61,430125632,-0.54
2019年4月8日,119.93,119.81,120.02,118.64,15.12,430125632,0.03
2019年4月5日,119.89,119.39,120.23,119.37,15.83,430125632,0.44
2019年4月4日,119.36,120.10,120.23,118.38,20.11,430125632,-0.51
2019年4月3日,119.97,119.86,120.43,119.15,22.86,430125632,0.65
2019年4月2日,119.19,119.06,119.48,118.52,18.14,430125632,0.14
2019年4月1日,119.02,118.95,119.11,118.10,22.79,430125632,0.92
2019年3月29日,117.94,118.07,118.32,116.96,25.40,430125632,0.86
2019年3月28日,116.93,117.44,117.58,116.13,18.33,430125632,0.14
2019年3月27日,116.77,117.88,118.21,115.52,22.73,430125632,-0.97
2019年3月26日,117.91,118.62,118.70,116.85,26.10,430125632,0.21
2019年3月25日,117.66,116.56,118.01,116.32,27.07,430125632,0.52
2019年3月22日,117.05,119.50,119.59,117.04,33.62,430125632,-2.64
2019年3月21日,120.22,117.14,120.82,117.09,29.85,430125632,2.30
2019年3月20日,117.52,117.39,118.75,116.71,28.11,430125632,-0.11
2019年3月19日,117.65,118.09,118.44,116.99,37.59,430125632,0.07
2019年3月18日,117.57,116.17,117.61,116.05,31.21,430125632,1.43
2019年3月15日,115.91,115.34,117.25,114.59,54.63,430125632,1.15
2019年3月14日,114.59,114.54,115.20,114.33,30.76,430125632,0.08
2019年3月13日,114.50,114.13,115.00,113.78,35.51,430125632,0.77
2019年3月12日,113.62,112.82,113.99,112.65,26.13,430125632,0.70
2019年3月11日,112.83,110.99,112.95,110.98,26.49,430125632,2.10
2019年3月8日,110.51,109.16,110.71,108.80,22.82,430125632,0.11
2019年3月7日,110.39,111.40,111.55,109.86,25.34,430125632,-1.22
2019年3月6日,111.75,111.87,112.66,111.43,17.69,430125632,0.04
2019年3月5日,111.70,112.25,112.39,111.23,19.54,430125632,-0.50
2019年3月4日,112.26,113.02,113.25,110.80,26.61,430125632,-0.24
2019年3月1日,112.53,112.89,113.02,111.67,23.50,430125632,0.45
2019年2月28日,112.03,112.04,112.88,111.73,29.08,430125632,-0.12
2019年2月27日,112.17,111.69,112.36,110.88,21.49,430125632,-0.17
2019年2月26日,112.36,111.26,113.24,111.17,21.54,430125632,0.69
2019年2月25日,111.59,111.76,112.18,111.26,23.75,430125632,0.56
2019年2月22日,110.97,110.05,111.20,109.82,27.76,430125632,1.43
2019年2月21日,109.41,106.90,109.48,106.87,29.06,430125632,2.11
2019年2月20日,107.15,107.86,107.94,106.29,21.61,430125632,-0.94
2019年2月19日,108.17,107.79,108.66,107.78,18.04,430125632,-0.05
2019年2月15日,108.22,107.91,108.30,107.36,26.61,430125632,1.23
2019年2月14日,106.90,106.31,107.29,105.66,21.78,430125632,0.08
2019年2月13日,106.81,107.50,107.78,106.71,18.39,430125632,-0.07
2019年2月12日,106.89,106.14,107.14,105.48,25.06,430125632,1.56
2019年2月11日,105.25,106.20,106.58,104.97,18.91,430125632,-0.40
2019年2月8日,105.67,104.39,105.78,104.26,21.46,430125632,0.38
2019年2月7日,105.27,105.19,105.59,104.29,29.76,430125632,-0.72
2019年2月6日,106.03,107.00,107.00,105.53,20.61,430125632,-1.11
2019年2月5日,107.22,106.06,107.27,105.96,27.33,430125632,1.40
2019年2月4日,105.74,102.87,105.80,102.77,31.32,430125632,2.88
2019年2月1日,102.78,103.78,104.10,102.35,35.54,430125632,-1.58
2019年1月31日,104.43,103.80,105.22,103.18,55.64,430125632,-1.83
2019年1月30日,106.38,104.62,106.38,104.33,49.47,430125632,3.34
2019年1月29日,102.94,104.88,104.97,102.17,31.49,430125632,-2.04
2019年1月28日,105.08,106.26,106.48,104.66,29.48,430125632,-1.95
2019年1月25日,107.17,107.24,107.88,106.59,31.22,430125632,0.91
2019年1月24日,106.20,106.86,107.00,105.34,23.16,430125632,-0.48
2019年1月23日,106.71,106.12,107.04,105.34,25.87,430125632,0.97
