日期,收盘,开盘,高,低,交易量,收盘,涨跌幅
2019年1月22日,105.68,106.75,107.10,104.86,32.37,430125632,-1.88
2019年1月18日,107.71,107.46,107.90,105.91,37.43,430125632,1.50
2019年1月17日,106.12,105.00,106.62,104.76,28.39,430125632,0.70
2019年1月16日,105.38,105.26,106.25,104.96,29.85,430125632,0.35
2019年1月15日,105.01,102.51,105.05,101.88,31.59,430125632,2.90
2019年1月14日,102.05,101.90,102.87,101.26,28.44,430125632,-0.73
2019年1月11日,102.80,103.19,103.44,101.64,28.31,430125632,-0.77
2019年1月10日,103.60,103.22,103.75,102.38,30.07,430125632,-0.64
2019年1月9日,104.27,103.86,104.88,103.24,32.28,430125632,1.43
2019年1月8日,102.80,103.04,103.97,101.71,31.51,430125632,0.73
2019年1月7日,102.06,101.64,103.27,100.98,35.66,430125632,0.13
2019年1月4日,101.93,99.72,102.51,98.93,44.06,430125632,4.65
2019年1月3日,97.40,100.10,100.19,97.20,42.58,430125632,-3.68
2019年1月2日,101.12,99.55,101.75,98.94,35.33,430125632,-0.44
2018年12月31日,101.57,101.29,102.40,100.44,33.17,430125632,1.18
2018年12月28日,100.39,102.09,102.41,99.52,38.17,430125632,-0.78
2018年12月27日,101.18,99.30,101.19,96.40,49.50,430125632,0.62
2018年12月26日,100.56,95.14,100.69,93.96,51.63,430125632,6.83
2018年12月24日,94.13,97.68,97.97,93.98,43.94,430125632,-4.17
2018年12月21日,98.23,101.63,103.00,97.46,111.24,430125632,-3.23
2018年12月20日,101.51,103.05,104.31,98.78,70.33,430125632,-2.10
2018年12月19日,103.69,103.65,106.88,101.35,68.20,430125632,-0.27
2018年12月18日,103.97,103.75,104.51,102.52,49.32,430125632,1.05
2018年12月17日,102.89,105.41,105.80,101.71,56.96,430125632,-2.96
2018年12月14日,106.03,108.25,109.26,105.50,47.04,430125632,-3.12
2018年12月13日,109.45,109.58,110.87,108.63,31.33,430125632,0.34
2018年12月12日,109.08,110.89,111.27,109.04,36.18,430125632,0.45
2018年12月11日,108.59,109.80,110.95,107.44,42.38,430125632,0.93
2018年12月10日,107.59,104.80,107.98,103.89,40.80,430125632,2.64
2018年12月7日,104.82,108.38,109.45,104.30,45.04,430125632,-4.00
2018年12月6日,109.19,105.82,109.24,105.00,49.11,430125632,0.62
2018年12月4日,108.52,111.94,112.64,108.21,45.20,430125632,-3.18
2018年12月3日,112.09,113.00,113.42,110.73,34.73,430125632,1.08
2018年11月30日,110.89,110.70,110.97,109.36,33.67,430125632,0.64
2018年11月29日,110.19,110.33,111.11,109.03,28.12,430125632,-0.84
2018年11月28日,111.12,107.89,111.33,107.86,46.79,430125632,3.71
2018年11月27日,107.14,106.27,107.33,105.36,29.12,430125632,0.63
2018年11月26日,106.47,104.79,106.63,104.58,32.34,430125632,3.30
2018年11月23日,103.07,102.17,103.81,102.00,13.82,430125632,-0.04
2018年11月21日,103.11,103.60,104.43,102.24,28.13,430125632,1.38
2018年11月20日,101.71,101.80,102.97,99.35,64.05,430125632,-2.78
2018年11月19日,104.62,108.27,108.56,103.55,44.77,430125632,-3.39
2018年11月16日,108.29,107.08,108.88,106.80,33.50,430125632,0.94
2018年11月15日,107.28,104.99,107.80,103.91,38.51,430125632,2.20
2018年11月14日,104.97,108.10,108.26,104.47,39.50,430125632,-1.84
2018年11月13日,106.94,107.55,108.74,106.64,35.37,430125632,0.07
2018年11月12日,106.87,109.42,109.96,106.10,33.62,430125632,-2.46
2018年11月9日,109.57,110.85,111.45,108.76,32.04,430125632,-1.95
2018年11月8日,111.75,111.80,112.21,110.91,25.64,430125632,-0.19
2018年11月7日,111.96,109.44,112.24,109.40,37.90,430125632,3.94
2018年11月6日,107.72,107.38,108.84,106.28,24.34,430125632,0.20
2018年11月5日,107.51,106.37,107.74,105.90,27.92,430125632,1.27
2018年11月2日,106.16,106.48,107.32,104.97,37.68,430125632,0.23
2018年11月1日,105.92,107.05,107.32,105.53,33.38,430125632,-0.83
2018年10月31日,106.81,105.44,108.14,105.39,51.06,430125632,2.97
2018年10月30日,103.73,103.66,104.38,100.11,65.35,430125632,-0.12
2018年10月29日,103.85,108.11,108.70,101.63,55.16,430125632,-2.91
2018年10月26日,106.96,105.69,108.75,104.76,55.52,430125632,-1.24
2018年10月25日,108.30,106.55,109.27,106.15,61.65,430125632,5.84
2018年10月24日,102.32,108.41,108.49,101.59,63.90,430125632,-5.35
2018年10月23日,108.10,107.77,108.97,105.11,43.77,430125632,-1.40
2018年10月22日,109.63,109.32,110.54,108.24,26.55,430125632,0.89
2018年10月19日,108.66,108.93,110.86,108.21,32.79,430125632,0.15
2018年10月18日,108.50,110.10,110.53,107.83,32.51,430125632,-2.00
2018年10月17日,110.71,111.68,111.81,109.55,26.55,430125632,-0.26
2018年10月16日,111.00,109.54,111.41,108.95,31.61,430125632,3.16
2018年10月15日,107.60,108.91,109.48,106.95,32.07,430125632,-1.80
2018年10月12日,109.57,109.01,111.24,107.12,47.74,430125632,3.46
2018年10月11日,105.91,105.35,108.93,104.20,63.90,430125632,-0.24
2018年10月10日,106.16,111.24,111.50,105.79,61.38,430125632,-5.43
2018年10月9日,112.26,111.14,113.08,110.80,26.20,430125632,1.27
2018年10月8日,110.85,111.66,112.03,109.34,29.64,430125632,-1.14
2018年10月5日,112.13,112.63,113.17,110.64,29.07,430125632,-0.59
2018年10月4日,112.79,114.61,114.76,111.63,34.82,430125632,-2.07
2018年10月3日,115.17,115.42,116.18,114.93,16.65,430125632,0.02
2018年10月2日,115.15,115.30,115.84,114.44,20.79,430125632,-0.40
2018年10月1日,115.61,114.75,115.68,114.73,18.88,430125632,1.08
2018年9月28日,114.37,114.19,114.57,113.68,21.65,430125632,-0.03
2018年9月27日,114.41,114.78,114.91,114.20,19.09,430125632,0.38
2018年9月26日,113.98,114.47,115.06,113.74,19.35,430125632,-0.41
2018年9月25日,114.45,114.80,115.10,113.75,22.67,430125632,-0.19
2018年9月24日,114.67,113.03,114.90,112.22,27.33,430125632,0.36
2018年9月21日,114.26,114.00,115.29,113.51,71.23,430125632,0.61
2018年9月20日,113.57,112.28,113.80,111.93,23.71,430125632,1.67
2018年9月19日,111.70,113.05,113.32,111.03,21.73,430125632,-1.33
2018年9月18日,113.21,112.19,113.69,111.72,22.17,430125632,0.95
2018年9月17日,112.14,113.69,113.70,111.86,20.74,430125632,-1.08
2018年9月14日,113.37,113.36,113.73,112.44,19.12,430125632,0.41
2018年9月13日,112.91,112.12,113.72,112.12,26.06,430125632,1.07
2018年9月12日,111.71,111.43,111.85,110.51,18.89,430125632,0.42
2018年9月11日,111.24,108.90,111.59,108.89,24.30,430125632,1.70
2018年9月10日,109.38,108.84,109.64,108.36,20.73,430125632,1.08
2018年9月7日,108.21,108.23,108.72,107.23,22.50,430125632,-0.49
2018年9月6日,108.74,108.25,108.99,107.51,23.48,430125632,0.23
2018年9月5日,108.49,111.01,111.42,108.10,32.87,430125632,-2.88
2018年9月4日,111.71,110.85,111.95,110.22,22.63,430125632,-0.55
2018年8月31日,112.33,111.69,112.78,111.52,23.22,430125632,0.34
2018年8月30日,111.95,111.67,112.61,111.44,22.80,430125632,-0.06
2018年8月29日,112.02,110.45,112.03,110.27,20.82,430125632,1.60
2018年8月28日,110.26,109.94,110.50,109.79,19.15,430125632,0.60
2018年8月27日,109.60,109.27,109.64,108.51,19.66,430125632,1.11
2018年8月24日,108.40,107.67,108.56,107.56,17.23,430125632,0.78
2018年8月23日,107.56,107.15,108.18,106.87,18.17,430125632,0.47
2018年8月22日,107.06,105.85,107.34,105.78,18.00,430125632,1.02
2018年8月21日,105.98,106.92,107.35,105.85,22.88,430125632,-0.83
2018年8月20日,106.87,107.51,107.90,106.48,17.91,430125632,-0.66
2018年8月17日,107.58,107.36,107.90,106.69,18.06,430125632,-0.06
2018年8月16日,107.64,108.30,108.86,107.30,21.38,430125632,-0.02
2018年8月15日,107.66,108.49,108.98,106.82,29.98,430125632,-1.73
2018年8月14日,109.56,108.56,109.75,108.04,16.79,430125632,1.25
2018年8月13日,108.21,109.24,109.58,108.10,18.47,430125632,-0.72
2018年8月10日,109.00,109.42,109.69,108.38,18.18,430125632,-0.61
2018年8月9日,109.67,109.71,110.16,109.60,13.68,430125632,0.16
2018年8月8日,109.49,109.33,109.75,108.76,15.49,430125632,0.56
2018年8月7日,108.88,108.56,109.10,108.17,16.08,430125632,0.69
2018年8月6日,108.13,108.12,108.42,107.56,20.27,430125632,0.08
2018年8月3日,108.04,107.80,108.05,106.82,18.66,430125632,0.44
2018年8月2日,107.57,105.40,108.09,104.84,26.10,430125632,1.21
2018年8月1日,106.28,106.03,106.45,105.42,23.63,430125632,0.19
2018年7月31日,106.08,106.49,106.72,105.38,27.66,430125632,0.67
2018年7月30日,105.37,107.19,107.53,104.76,34.67,430125632,-2.15
2018年7月27日,107.68,110.18,110.18,106.14,37.01,430125632,-1.77
2018年7月26日,109.62,110.74,111.00,109.50,31.37,430125632,-1.09
2018年7月25日,110.83,107.95,111.15,107.60,30.80,430125632,2.94
2018年7月24日,107.66,108.57,108.82,107.26,26.32,430125632,-0.29
2018年7月23日,107.97,106.30,108.14,106.13,29.71,430125632,1.60
2018年7月20日,106.27,108.08,108.20,106.08,56.04,430125632,1.79
2018年7月19日,104.40,104.93,105.31,103.89,40.17,430125632,-0.68
2018年7月18日,105.12,105.94,106.05,104.72,29.49,430125632,-0.78
2018年7月17日,105.95,104.61,106.50,104.32,25.90,430125632,0.99
2018年7月16日,104.91,105.40,105.82,104.52,21.79,430125632,-0.49
2018年7月13日,105.43,104.37,105.60,104.09,24.65,430125632,1.19
2018年7月12日,104.19,102.77,104.41,102.73,24.34,430125632,2.17
2018年7月11日,101.98,101.15,102.34,101.10,19.64,430125632,-0.14
2018年7月10日,102.12,102.00,102.51,101.86,19.29,430125632,0.27
2018年7月9日,101.85,101.65,102.25,101.25,18.21,430125632,0.68
2018年7月6日,101.16,99.89,101.43,99.67,19.23,430125632,1.40
2018年7月5日,99.76,99.50,99.92,99.03,18.98,430125632,0.72
2018年7月3日,99.05,100.48,100.63,98.94,14.67,430125632,-0.96
2018年7月2日,100.01,98.10,100.06,98.00,19.56,430125632,1.42
2018年6月29日,98.61,98.93,99.91,98.33,28.05,430125632,-0.02
2018年6月28日,98.63,97.38,99.11,97.26,26.65,430125632,1.12
2018年6月27日,97.54,99.58,100.02,97.40,31.30,430125632,-1.55
2018年6月26日,99.08,98.82,100.08,98.75,26.90,430125632,0.70
2018年6月25日,98.39,100.00,100.11,97.30,35.43,430125632,-2.01
2018年6月22日,100.41,100.41,100.77,99.62,38.92,430125632,-0.72
2018年6月21日,101.14,102.08,102.46,100.88,23.20,430125632,-0.72
2018年6月20日,101.87,101.37,102.52,101.12,26.18,430125632,1.00
2018年6月19日,100.86,99.65,101.00,99.50,28.65,430125632,0.00
2018年6月18日,100.86,100.01,101.11,99.42,23.59,430125632,0.73
2018年6月15日,100.13,101.51,101.53,100.07,65.74,430125632,-1.27
2018年6月14日,101.42,101.65,102.03,101.00,25.69,430125632,0.57
2018年6月13日,100.85,101.72,102.01,100.56,29.49,430125632,-0.45
2018年6月12日,101.31,101.10,101.45,100.75,18.33,430125632,0.26
2018年6月11日,101.05,101.37,101.59,100.67,23.49,430125632,-0.57
2018年6月8日,101.63,101.09,101.95,100.54,22.17,430125632,0.74
2018年6月7日,100.88,102.65,102.69,100.38,28.23,430125632,-1.57
2018年6月6日,102.49,102.48,102.60,101.90,21.12,430125632,0.29
2018年6月5日,102.19,102.00,102.33,101.53,23.51,430125632,0.51
2018年6月4日,101.67,101.26,101.86,100.85,27.28,430125632,0.87
2018年6月1日,100.79,99.28,100.86,99.17,28.66,430125632,1.97
2018年5月31日,98.84,99.29,99.99,98.61,34.14,430125632,-0.11
2018年5月30日,98.95,98.31,99.25,97.91,22.16,430125632,0.96
2018年5月29日,98.01,97.84,98.88,97.23,28.67,430125632,-0.36
2018年5月25日,98.36,98.30,98.98,97.86,18.36,430125632,0.05
2018年5月24日,98.31,98.72,98.94,96.81,26.65,430125632,-0.35
2018年5月23日,98.66,96.71,98.73,96.32,21.25,430125632,1.19
2018年5月22日,97.50,97.68,98.17,97.20,15.44,430125632,-0.10
2018年5月21日,97.60,97.00,98.01,96.80,19.42,430125632,1.29
2018年5月18日,96.36,96.01,96.93,96.01,17.87,430125632,0.19
2018年5月17日,96.18,96.76,97.54,95.83,17.25,430125632,-1.00
2018年5月16日,97.15,97.36,97.40,96.61,17.38,430125632,-0.17
2018年5月15日,97.32,97.24,97.85,96.34,24.59,430125632,-0.72
2018年5月14日,98.03,97.92,98.69,97.31,19.45,430125632,0.34
2018年5月11日,97.70,97.80,97.87,97.04,16.78,430125632,-0.21
2018年5月10日,97.91,97.46,97.95,97.05,22.39,430125632,1.00
2018年5月9日,96.94,96.01,96.97,95.05,27.33,430125632,1.18
2018年5月8日,95.81,95.85,96.16,95.06,23.48,430125632,-0.43
2018年5月7日,96.22,95.17,96.71,95.10,24.24,430125632,1.11
2018年5月4日,95.16,93.32,95.37,92.92,22.53,430125632,1.16
2018年5月3日,94.07,92.96,94.92,92.45,31.14,430125632,0.60
2018年5月2日,93.51,94.99,95.17,93.19,27.47,430125632,-1.57
2018年5月1日,95.00,93.21,95.29,92.79,31.41,430125632,1.58
2018年4月30日,93.52,96.33,96.40,93.15,41.52,430125632,-2.40
2018年4月27日,95.82,97.60,97.90,93.91,48.27,430125632,1.65
2018年4月26日,94.26,93.55,95.15,93.10,42.53,430125632,2.11
2018年4月25日,92.31,93.30,93.30,90.28,33.73,430125632,-0.87
2018年4月24日,93.12,96.24,96.47,92.41,34.52,430125632,-2.34
2018年4月23日,95.35,95.74,96.29,94.63,22.33,430125632,0.37
2018年4月20日,95.00,95.91,96.11,94.05,31.15,430125632,-1.15
2018年4月19日,96.11,96.44,97.07,95.34,23.55,430125632,-0.34
2018年4月18日,96.44,96.22,96.72,95.52,21.04,430125632,0.39
2018年4月17日,96.07,95.00,96.54,94.88,26.77,430125632,2.02
2018年4月16日,94.17,94.07,94.66,93.42,20.29,430125632,1.17
2018年4月13日,93.08,94.05,94.18,92.44,23.35,430125632,-0.53
2018年4月12日,93.58,92.43,94.16,92.43,26.76,430125632,1.87
2018年4月11日,91.86,92.01,93.29,91.48,24.87,430125632,-1.10
2018年4月10日,92.88,92.39,93.28,91.64,26.94,430125632,2.32
2018年4月9日,90.77,91.04,93.17,90.62,31.53,430125632,0.60
2018年4月6日,90.23,91.49,92.46,89.48,38.03,430125632,-2.33
2018年4月5日,92.38,92.44,93.06,91.40,29.77,430125632,0.05
2018年4月4日,92.33,87.85,92.76,87.73,35.56,430125632,2.92
2018年4月3日,89.71,89.58,90.05,87.89,37.21,430125632,1.34
2018年4月2日,88.52,90.47,90.88,87.51,48.52,430125632,-3.01
2018年3月29日,91.27,90.18,92.29,88.40,45.87,430125632,2.10
2018年3月28日,89.39,89.82,91.23,88.87,52.50,430125632,-0.09
2018年3月27日,89.47,94.94,95.14,88.51,56.57,430125632,-4.60
2018年3月26日,93.78,90.61,94.00,90.40,56.40,430125632,7.57
2018年3月23日,87.18,89.50,90.46,87.08,44.07,430125632,-2.91
2018年3月22日,89.79,91.27,91.75,89.66,38.60,430125632,-2.91
2018年3月21日,92.48,92.93,94.05,92.21,24.46,430125632,-0.70
2018年3月20日,93.13,93.05,93.77,93.00,23.08,430125632,0.26
2018年3月19日,92.89,93.74,93.90,92.11,33.34,430125632,-1.81
2018年3月16日,94.60,94.68,95.38,93.92,49.08,430125632,0.45
2018年3月15日,94.18,93.53,94.58,92.83,27.61,430125632,0.35
2018年3月14日,93.85,95.12,95.41,93.50,32.13,430125632,-0.59
2018年3月13日,94.41,97.00,97.24,93.97,35.39,430125632,-2.44
2018年3月12日,96.77,96.50,97.21,96.04,26.07,430125632,0.24
2018年3月9日,96.54,95.29,96.54,95.00,36.94,430125632,2.23
2018年3月8日,94.43,94.27,95.10,93.77,25.89,430125632,0.61
2018年3月7日,93.86,93.16,93.94,92.43,26.72,430125632,0.58
2018年3月6日,93.32,94.34,94.49,92.94,22.18,430125632,-0.34
2018年3月5日,93.64,92.34,94.27,92.26,23.90,430125632,0.63
2018年3月2日,93.05,91.58,93.15,90.86,32.83,430125632,0.22
2018年3月1日,92.85,93.99,94.57,91.84,37.14,430125632,-0.98
2018年2月28日,93.77,94.84,95.70,93.63,31.17,430125632,-0.46
2018年2月27日,94.20,95.74,95.84,94.20,25.87,430125632,-1.28
2018年2月26日,95.42,94.40,95.45,94.25,30.20,430125632,1.45
2018年2月23日,94.06,92.75,94.07,92.36,26.33,430125632,2.54
2018年2月22日,91.73,92.05,92.73,91.36,24.39,430125632,0.26
2018年2月21日,91.49,92.98,93.36,91.49,26.92,430125632,-1.33
2018年2月20日,92.72,91.47,93.06,91.01,30.91,430125632,0.78
2018年2月16日,92.00,92.45,93.50,91.80,30.60,430125632,-0.71
2018年2月15日,92.66,91.21,92.72,90.62,27.82,430125632,2.04
2018年2月14日,90.81,88.51,90.99,88.41,34.96,430125632,1.09
2018年2月13日,89.83,88.93,90.00,87.80,26.41,430125632,0.79
2018年2月12日,89.13,88.73,89.78,87.93,35.72,430125632,1.08
2018年2月9日,88.18,86.30,88.93,83.83,63.50,430125632,3.73
2018年2月8日,85.01,89.71,89.88,84.76,55.63,430125632,-5.13
2018年2月7日,89.61,90.49,91.77,89.20,41.11,430125632,-1.88
2018年2月6日,91.33,86.89,91.47,85.25,68.00,430125632,3.78
2018年2月5日,88.00,90.56,93.24,88.00,51.03,430125632,-4.12
2018年2月2日,91.78,93.64,93.97,91.50,47.87,430125632,-2.63
2018年2月1日,94.26,94.79,96.07,93.58,47.23,430125632,-0.79
2018年1月31日,95.01,93.75,95.40,93.51,48.76,430125632,2.45
2018年1月30日,92.74,93.30,93.66,92.10,38.64,430125632,-1.26
2018年1月29日,93.92,95.14,95.45,93.72,31.57,430125632,-0.15
2018年1月26日,94.06,93.12,94.06,92.58,29.17,430125632,1.87
2018年1月25日,92.33,92.47,93.24,91.93,26.38,430125632,0.56
2018年1月24日,91.82,92.55,93.43,91.58,33.28,430125632,-0.09
2018年1月23日,91.90,91.90,92.30,91.54,23.41,430125632,0.32
2018年1月22日,91.61,90.00,91.62,89.74,23.60,430125632,1.79
2018年1月19日,90.00,90.14,90.61,89.66,36.88,430125632,-0.11
2018年1月18日,90.10,89.80,90.67,89.66,24.16,430125632,-0.04
2018年1月17日,90.14,89.08,90.28,88.75,25.62,430125632,2.03
2018年1月16日,88.35,90.10,90.79,88.01,36.60,430125632,-1.40
2018年1月12日,89.60,88.67,89.78,88.45,24.27,430125632,1.73
2018年1月11日,88.08,88.13,88.13,87.24,17.81,430125632,0.30
2018年1月10日,87.82,87.86,88.19,87.41,18.65,430125632,-0.45
2018年1月9日,88.22,88.65,88.73,87.86,19.48,430125632,-0.07
2018年1月8日,88.28,88.20,88.58,87.60,22.11,430125632,0.10
2018年1月5日,88.19,87.66,88.41,87.43,23.41,430125632,1.24
2018年1月4日,87.11,86.59,87.66,86.57,21.91,430125632,0.88
2018年1月3日,86.35,86.06,86.51,85.97,26.06,430125632,0.47
2018年1月2日,85.95,86.12,86.31,85.50,22.48,430125632,0.48
2017年12月29日,85.54,85.63,86.05,85.50,18.72,430125632,-0.21
2017年12月28日,85.72,85.90,85.93,85.55,10.59,430125632,0.01
2017年12月27日,85.71,85.65,85.98,85.22,14.68,430125632,0.36
2017年12月26日,85.40,85.31,85.53,85.03,9.89,430125632,-0.13
2017年12月22日,85.51,85.40,85.63,84.92,14.15,430125632,0.01
2017年12月21日,85.50,86.05,86.10,85.40,17.99,430125632,-0.02
2017年12月20日,85.52,86.20,86.30,84.71,23.67,430125632,-0.36
2017年12月19日,85.83,86.35,86.35,85.27,23.52,430125632,-0.64
2017年12月18日,86.38,87.12,87.50,86.23,22.28,430125632,-0.54
2017年12月15日,86.85,85.26,87.09,84.88,53.94,430125632,2.55
2017年12月14日,84.69,85.43,85.87,84.53,19.31,430125632,-0.77
2017年12月13日,85.35,85.74,86.00,85.17,22.06,430125632,-0.27
2017年12月12日,85.58,85.31,86.05,85.08,23.92,430125632,0.41
2017年12月11日,85.23,84.29,85.37,84.12,22.86,430125632,1.27
2017年12月8日,84.16,83.63,84.58,83.33,24.49,430125632,2.02
2017年12月7日,82.49,82.54,82.80,82.00,23.18,430125632,-0.35
2017年12月6日,82.78,81.55,83.14,81.43,26.16,430125632,1.46
2017年12月5日,81.59,81.34,82.68,80.98,26.15,430125632,0.63
2017年12月4日,81.08,84.42,84.43,80.70,39.09,430125632,-3.77
2017年12月1日,84.26,83.60,84.81,83.22,29.53,430125632,0.11
2017年11月30日,84.17,83.51,84.52,83.34,33.05,430125632,1.00
2017年11月29日,83.34,84.71,84.92,83.17,27.38,430125632,-1.81
2017年11月28日,84.88,84.07,85.06,84.02,21.93,430125632,1.20
2017年11月27日,83.87,83.31,83.98,83.30,18.27,430125632,0.73
2017年11月24日,83.26,83.01,83.43,82.78,7.43,430125632,0.18
2017年11月22日,83.11,83.83,83.90,83.04,20.55,430125632,-0.73
2017年11月21日,83.72,82.74,83.84,82.74,21.24,430125632,1.44
2017年11月20日,82.53,82.40,82.59,82.25,16.31,430125632,0.16
2017年11月17日,82.40,83.12,83.12,82.24,22.08,430125632,-0.96
2017年11月16日,83.20,83.10,83.42,82.94,20.96,430125632,0.27
2017年11月15日,82.98,83.47,83.69,82.69,19.38,430125632,-1.27
2017年11月14日,84.05,83.50,84.10,82.98,18.80,430125632,0.14
2017年11月13日,83.93,83.66,83.94,83.46,14.20,430125632,0.07
2017年11月10日,83.87,83.79,84.09,83.23,19.40,430125632,-0.26
2017年11月9日,84.09,84.11,84.27,82.90,21.18,430125632,-0.56
2017年11月8日,84.56,84.14,84.61,83.83,18.03,430125632,0.34
2017年11月7日,84.27,84.77,84.90,83.93,17.94,430125632,-0.24
2017年11月6日,84.47,84.20,84.70,84.08,19.86,430125632,0.39
2017年11月3日,84.14,84.08,84.54,83.40,17.63,430125632,0.11
2017年11月2日,84.05,83.35,84.46,83.12,23.99,430125632,1.05
2017年11月1日,83.18,83.68,83.76,82.88,22.31,430125632,0.00
2017年10月31日,83.18,84.36,84.36,83.11,27.09,430125632,-0.85
2017年10月30日,83.89,83.70,84.33,83.11,31.76,430125632,0.10
2017年10月27日,83.81,84.37,86.20,83.61,71.07,430125632,6.41
2017年10月26日,78.76,79.20,79.42,78.75,32.12,430125632,0.17
2017年10月25日,78.63,78.58,79.10,78.01,20.41,430125632,-0.29
2017年10月24日,78.86,78.90,79.20,78.46,17.52,430125632,0.04
2017年10月23日,78.83,78.99,79.34,78.76,20.63,430125632,0.03
2017年10月20日,78.81,78.32,78.97,78.22,22.87,430125632,1.16
2017年10月19日,77.91,77.57,77.93,77.35,15.09,430125632,0.39
2017年10月18日,77.61,77.67,77.85,77.37,13.30,430125632,0.03
2017年10月17日,77.59,77.47,77.62,77.25,16.82,430125632,-0.08
2017年10月16日,77.65,77.42,77.81,77.35,12.38,430125632,0.21
2017年10月13日,77.49,77.59,77.87,77.29,15.34,430125632,0.48
2017年10月12日,77.12,76.49,77.29,76.37,16.88,430125632,0.92
2017年10月11日,76.42,76.36,76.46,75.95,15.39,430125632,0.17
2017年10月10日,76.29,76.33,76.63,76.14,13.94,430125632,0.00
2017年10月9日,76.29,75.97,76.55,75.86,11.39,430125632,0.38
2017年10月6日,76.00,75.67,76.03,75.54,13.96,430125632,0.04
2017年10月5日,75.97,75.22,76.12,74.96,21.20,430125632,1.71
2017年10月4日,74.69,74.00,74.72,73.71,13.32,430125632,0.58
2017年10月3日,74.26,74.67,74.88,74.19,12.19,430125632,-0.47
2017年10月2日,74.61,74.71,75.01,74.30,15.30,430125632,0.16
2017年9月29日,74.49,73.94,74.53,73.88,17.08,430125632,0.84
2017年9月28日,73.87,73.54,73.97,73.31,10.88,430125632,0.03
2017年9月27日,73.85,73.55,74.17,73.17,19.57,430125632,0.81
2017年9月26日,73.26,73.67,73.81,72.99,18.02,430125632,0.00
2017年9月25日,73.26,74.09,74.25,72.92,24.15,430125632,-1.55
2017年9月22日,74.41,73.99,74.51,73.85,14.11,430125632,0.27
2017年9月21日,74.21,75.11,75.24,74.11,19.19,430125632,-0.97
2017年9月20日,74.94,75.35,75.55,74.31,21.59,430125632,-0.66
2017年9月19日,75.44,75.21,75.71,75.01,16.09,430125632,0.37
2017年9月18日,75.16,75.23,75.97,75.04,23.31,430125632,-0.20
2017年9月15日,75.31,74.83,75.39,74.07,38.58,430125632,0.72
2017年9月14日,74.77,75.00,75.49,74.52,15.73,430125632,-0.59
2017年9月13日,75.21,74.93,75.23,74.55,13.38,430125632,0.71
2017年9月12日,74.68,74.76,75.24,74.37,14.39,430125632,-0.11
2017年9月11日,74.76,74.31,74.94,74.31,17.91,430125632,1.05
2017年9月8日,73.98,74.33,74.44,73.84,14.70,430125632,-0.48
2017年9月7日,74.34,73.68,74.60,73.60,17.47,430125632,1.28
2017年9月6日,73.40,73.74,74.04,73.35,16.54,430125632,-0.29
2017年9月5日,73.61,73.34,73.89,72.98,22.24,430125632,-0.45
2017年9月1日,73.94,74.71,74.74,73.64,21.74,430125632,-1.11
2017年8月31日,74.77,74.03,74.96,73.80,27.65,430125632,1.03
2017年8月30日,74.01,73.01,74.21,72.83,16.90,430125632,1.31
2017年8月29日,73.05,72.25,73.16,72.05,11.48,430125632,0.30
2017年8月28日,72.83,73.06,73.09,72.55,14.57,430125632,0.01
2017年8月25日,72.82,72.86,73.35,72.48,12.79,430125632,0.18
2017年8月24日,72.69,72.74,72.86,72.07,17.10,430125632,-0.04
2017年8月23日,72.72,72.96,73.15,72.53,13.77,430125632,-0.60
2017年8月22日,73.16,72.35,73.24,72.35,14.34,430125632,1.40
2017年8月21日,72.15,72.47,72.48,71.70,17.73,430125632,-0.47
2017年8月18日,72.49,72.27,72.84,71.93,18.76,430125632,0.12
2017年8月17日,72.40,73.58,73.87,72.40,22.98,430125632,-1.70
2017年8月16日,73.65,73.34,74.10,73.17,18.15,430125632,0.59
2017年8月15日,73.22,73.59,73.59,73.04,19.18,430125632,-0.50
2017年8月14日,73.59,73.06,73.72,72.95,20.10,430125632,1.50
2017年8月11日,72.50,71.61,72.70,71.28,21.44,430125632,1.53
2017年8月10日,71.41,71.90,72.19,71.35,24.73,430125632,-1.46
2017年8月9日,72.47,72.25,72.51,72.05,22.21,430125632,-0.44
2017年8月8日,72.79,72.09,73.13,71.75,22.04,430125632,0.54
2017年8月7日,72.40,72.80,72.90,72.26,18.71,430125632,-0.39
2017年8月4日,72.68,72.40,73.04,72.24,22.58,430125632,0.73
2017年8月3日,72.15,72.19,72.44,71.84,18.21,430125632,-0.15
2017年8月2日,72.26,72.55,72.56,71.44,26.50,430125632,-0.44
2017年8月1日,72.58,73.10,73.42,72.49,20.82,430125632,-0.17
2017年7月31日,72.70,73.30,73.44,72.41,23.60,430125632,-0.47
2017年7月28日,73.04,72.67,73.31,72.54,18.31,430125632,-0.16
2017年7月27日,73.16,73.76,74.42,72.32,36.84,430125632,-1.20
2017年7月26日,74.05,74.34,74.38,73.81,16.25,430125632,-0.19
2017年7月25日,74.19,73.80,74.31,73.50,22.02,430125632,0.80
2017年7月24日,73.60,73.53,73.75,73.13,21.39,430125632,-0.26
2017年7月21日,73.79,73.45,74.29,73.17,46.72,430125632,-0.58
2017年7月20日,74.22,74.18,74.30,73.28,42.36,430125632,0.49
2017年7月19日,73.86,73.50,74.04,73.45,22.42,430125632,0.76
2017年7月18日,73.30,73.09,73.39,72.66,26.44,430125632,-0.07
2017年7月17日,73.35,72.80,73.45,72.72,21.80,430125632,0.78
2017年7月14日,72.78,72.24,73.27,71.96,25.87,430125632,1.41
